Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,KO,NCBI Assembly Accession,NCBI Bioproject Accession,NCBI Biosample Accession,NCBI GenBank ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity
3300033164 assembled Ga0334894_100034841,Ga0334894_100034841,methyl-coenzyme M reductase alpha subunit,3300033164,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_12_05 R3 (*) (MER-FS) (assembled)",2,1656,551,Ga0334894_1000348,,Ga0334894_1000348,59521,0.27,17,"COG4058===Methyl coenzyme M reductase, alpha subunit===1040.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567730,SAMN12795551,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300033145 assembled Ga0366840_10001076,Ga0366840_10001076,methyl-coenzyme M reductase alpha subunit,3300033145,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Aceto Balsamico, Core 4573-23, AB, 30-33 cm (*) (MER-FS) (assembled)",2,1707,568,Ga0366840_1000107,,Ga0366840_1000107,100085,0.6,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===981.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,
3300051389 assembled Ga0503152_0065984_22_1737,null,methyl-coenzyme M reductase alpha subunit,3300051389,"Coprinopsis cinereal x fungal highway bacteria co-culture from University of Neuchatel, Switzerland - HDCcR2D-14 (*) (MER-FS) (assembled)",2,1716,571,Ga0503152_0065984,,Ga0503152_0065984,2566,0.51,19,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Fungi,Unclassified,Mycelium,Unclassified,Mycelium,,,,
3300049922 assembled Ga0495691_01560_54_1418,null,methyl-coenzyme M reductase alpha subunit,3300049922,"Peat soil microbial communities from Stordalen Mire, Sweden - G.F.S.T25 (v3) (version 3) (*) (MER-FS) (assembled)",2,1365,454,Ga0495691_01560,,Ga0495691_01560,3043,0.43,34,"COG4058===Methyl coenzyme M reductase, alpha subunit===891.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA713110,SAMN18257889,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300038800 assembled Ga0395582_05480_1135_2841,null,methyl-coenzyme M reductase alpha subunit,3300038800,"Lab-enriched produced water microbial community from an oilfield near Medicine Hat, Alberta, Canada - CrudeOil mgh (*) (MER-FS) (assembled)",2,1707,568,Ga0395582_05480,,Ga0395582_05480,4279,0.59,51,"COG4058===Methyl coenzyme M reductase, alpha subunit===976.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Lab enrichment,Anaerobic media,Defined media,Unclassified,produced water,,,,
3300056713 assembled Ga0557769_000086_56403_58079,null,methyl-coenzyme M reductase alpha subunit,3300056713,"Glacial till microbial communities from Anvers Island, Antarctica - 18O.4C.12 SIP fraction (*) (MER-FS) (assembled)",2,1677,558,Ga0557769_000086,,Ga0557769_000086,60547,0.47,24,"COG4058===Methyl coenzyme M reductase, alpha subunit===988.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Glacial till,Soil,Unclassified,Glacial till,,,,
3300033405 assembled Ga0326727_1000041089,Ga0326727_1000041089,methyl-coenzyme M reductase alpha subunit,3300033405,"Lab enriched peat soil microbial communities from McLean, Ithaca, NY, United States - MB29MY (*) (MER-FS) (assembled)",2,1668,555,Ga0326727_10000410,,Ga0326727_10000410,177696,0.5,73,"COG4058===Methyl coenzyme M reductase, alpha subunit===966.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA539174,SAMN11532580,,Environmental,Terrestrial,Wetlands,Soil,Peat,peat soil,,,,
3300037454 assembled Ga0394156_0056876_264_1922,null,methyl-coenzyme M reductase alpha subunit,3300037454,"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_011 (*) (MER-FS) (assembled)",2,1659,552,Ga0394156_0056876,,Ga0394156_0056876,2549,0.59,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===899.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA654316,SAMN15740712,,Host-associated,Mammals,Stomach,Digestive system,Rumen,rumen,,,,
3300037067 assembled Ga0378408_0465726_19_1302,null,methyl-coenzyme M reductase alpha subunit,3300037067,"Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - LW162 2017 (*) (MER-FS) (assembled)",2,1284,427,Ga0378408_0465726,,Ga0378408_0465726,1392,0.47,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===884.1",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Solid waste,Unclassified,Landfill,Unclassified,landfill leachate,,,,
3300036966 assembled Ga0377226_000009_211595_213298,null,methyl-coenzyme M reductase alpha subunit,3300036966,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - 2AD 48 II (*) (MER-FS) (assembled)",2,1704,567,Ga0377226_000009,,Ga0377226_000009,309962,0.6,44,"COG4058===Methyl coenzyme M reductase, alpha subunit===984.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620842,SAMN14511272,,Engineered,WWTP,Unclassified,Wastewater,Unclassified,wastewater,,,,
3300041957 assembled Ga0456187_013469_3_1361,null,methyl-coenzyme M reductase alpha subunit,3300041957,"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS903_Marker113_DNA SE_2020 (*) (MER-FS) (assembled)",2,1359,453,Ga0456187_013469,,Ga0456187_013469,1389,0.44,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===970.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Hydrothermal vents,Marine,Diffuse flow,Diffuse hydrothermal flow volcanic vent ,,,,
3300049702 assembled Ga0499529_064303_5_1306,null,methyl-coenzyme M reductase alpha subunit,3300049702,"Mesophilic digester sludge microbial communities from biogas plant in Weichs, Bavaria, Germany - PB8_MG_220518 (*) (MER-FS) (assembled)",2,1302,434,Ga0499529_064303,,Ga0499529_064303,1307,0.63,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===800.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Sludge,Anaerobic,Unclassified,Mesophilic digester sludge,,,,
3300036963 assembled Ga0377222_026437_1239_2456,null,methyl-coenzyme M reductase alpha subunit,3300036963,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 38 III (*) (MER-FS) (assembled)",2,1218,405,Ga0377222_026437,,Ga0377222_026437,2458,0.59,88,"COG4058===Methyl coenzyme M reductase, alpha subunit===724.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620838,SAMN14511102,,Engineered,WWTP,Unclassified,Wastewater,Unclassified,wastewater,,,,
3300035536 assembled Ga0376498_001445_2290_4011,Ga0376498_30308,methyl-coenzyme M reductase alpha subunit,3300035536,"Oil reservoir microbial communities from oil well in Texas, United States - B2.2_Sample2.Rodeo2.Well665 (*) (MER-FS) (assembled)",2,1722,573,Ga0376498_001445,,Ga0376498_001445,9367,0.46,43,"COG4058===Methyl coenzyme M reductase, alpha subunit===997.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620734,SAMN14510889,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300035524 assembled Ga0376486_002588_4268_5929,Ga0376486_41122,methyl-coenzyme M reductase alpha subunit,3300035524,"Oil reservoir microbial communities from oil well in Texas, United States - B1.1_Sample1.Rodeo1.Well667 (*) (MER-FS) (assembled)",2,1662,553,Ga0376486_002588,,Ga0376486_002588,6387,0.41,17,"COG4058===Methyl coenzyme M reductase, alpha subunit===1092.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620722,SAMN14511057,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300057048 assembled Ga0568852_0077113_602_2320,null,methyl-coenzyme M reductase alpha subunit,3300057048,"Soil microbial communities from Satilla River freshwater marsh, Georgia, USA - F1P_9_10 (*) (MER-FS) (assembled)",2,1719,572,Ga0568852_0077113,,Ga0568852_0077113,2966,0.51,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===1043.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300052276 assembled Ga0528649_007906_1_1263,null,methyl-coenzyme M reductase alpha subunit,3300052276,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 10.M.8_2.1 (*) (MER-FS) (assembled)",2,1263,421,Ga0528649_007906,,Ga0528649_007906,4096,0.6,22,"COG4058===Methyl coenzyme M reductase, alpha subunit===710.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300036940 assembled Ga0377182_002180_3065_4795,null,methyl-coenzyme M reductase alpha subunit,3300036940,"Oil reservoir microbial communities from oil well in Texas, United States - B6.10_Sample6.Rodeo10.Well662 (*) (MER-FS) (assembled)",2,1731,576,Ga0377182_002180,,Ga0377182_002180,15910,0.45,264,"COG4058===Methyl coenzyme M reductase, alpha subunit===996",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620599,SAMN14511268,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300051037 assembled Ga0527647_000903_13223_14938,null,methyl-coenzyme M reductase alpha subunit,3300051037,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 3.T.7_1.3 (*) (MER-FS) (assembled)",2,1716,571,Ga0527647_000903,,Ga0527647_000903,25030,0.43,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300043541 assembled Ga0453686_040592_709_2379,null,methyl-coenzyme M reductase alpha subunit,3300043541,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNPCB058 (*) (MER-FS) (assembled)",2,1671,556,Ga0453686_040592,,Ga0453686_040592,2450,0.54,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===1003.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA709966,SAMN18247699,,Environmental,Aquatic,Hot (42-90C),Thermal springs,Unclassified,Hot spring,,,,
3300056883 assembled Ga0568879_0111701_1_1677,null,methyl-coenzyme M reductase alpha subunit,3300056883,"Soil microbial communities from Satilla River mesohaline marsh, Georgia, USA - M2P_30_32 (*) (MER-FS) (assembled)",2,1677,559,Ga0568879_0111701,,Ga0568879_0111701,2121,0.53,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===735.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300043114 assembled Ga0484785_00505_6112_7773,null,methyl-coenzyme M reductase alpha subunit,3300043114,"Oil reservoir microbial communities from oil well in Texas, United States - B6.3_Sample6.Rodeo3.Well662 (coverage test 4Gb) (version 3) (*) (MER-FS) (assembled)",2,1662,553,Ga0484785_00505,,Ga0484785_00505,9521,0.39,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===1092.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620669,SAMN14511071,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300051377 assembled Ga0503116_000247_7782_9497,null,methyl-coenzyme M reductase alpha subunit,3300051377,"Coprinopsis cinereal x fungal highway bacteria co-culture from University of Neuchatel, Switzerland - HDCR2D-14 (*) (MER-FS) (assembled)",2,1716,571,Ga0503116_000247,,Ga0503116_000247,48492,0.42,30,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Fungi,Unclassified,Mycelium,Unclassified,Mycelium,,,,
3300038454 assembled Ga0436473_0000856_27272_28939,null,methyl-coenzyme M reductase alpha subunit,3300038454,"Sediment microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_East_1 (*) (MER-FS) (assembled)",2,1668,555,Ga0436473_0000856,,Ga0436473_0000856,31689,0.47,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===994",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA650763,SAMN15720911,,Environmental,Aquatic,Wetlands,Marine,Sediment,sediment,,,,
3300038993 assembled Ga0416810_1840750_208_1638,null,methyl-coenzyme M reductase alpha subunit,3300038993,"Freshwater sediment microbial communities from the Saint-Maurice River, Canada - CA-10-2_at_6-7_cm (*) (MER-FS) (assembled)",2,1431,477,Ga0416810_1840750,,Ga0416810_1840750,1638,0.58,8,"COG4058===Methyl coenzyme M reductase, alpha subunit===823.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,River,Freshwater,Sediment,Freshwater sediment,,,,
3300057045 assembled Ga0568912_0193607_2_1402,null,methyl-coenzyme M reductase alpha subunit,3300057045,"Soil microbial communities from Satilla River mesohaline marsh, Georgia, USA - M1L_59_61 (*) (MER-FS) (assembled)",2,1401,467,Ga0568912_0193607,,Ga0568912_0193607,1486,0.61,11,"COG4058===Methyl coenzyme M reductase, alpha subunit===799.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300041663 assembled Ga0451919_2865752_412_2067,null,methyl-coenzyme M reductase alpha subunit,3300041663,"Fecal microbial community from a dairy cow Lincoln, Canterbury, New Zealand - F17_46 MetaG (*) (MER-FS) (assembled)",2,1656,551,Ga0451919_2865752,,Ga0451919_2865752,2584,0.37,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Bovine feces,,,,
3300035047 assembled Ga0376519_041258_43_1437,Ga0376519_223206,methyl-coenzyme M reductase alpha subunit,3300035047,"Oil reservoir microbial communities from oil well in Texas, United States - B4.3_Sample4.Rodeo3.Well1209 (*) (MER-FS) (assembled)",2,1395,465,Ga0376519_041258,,Ga0376519_041258,1437,0.52,7,"COG4058===Methyl coenzyme M reductase, alpha subunit===895.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620601,SAMN14510956,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300044798 assembled Ga0480573_026510_1729_3234,null,methyl-coenzyme M reductase alpha subunit,3300044798,"Soil microbial communities from peatland in Alberta, Canada - SB-09 mossy 80-90 cm (*) (MER-FS) (assembled)",2,1506,501,Ga0480573_026510,,Ga0480573_026510,3251,0.55,10,"COG4058===Methyl coenzyme M reductase, alpha subunit===925",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,Soil,,,,
3300051018 assembled Ga0527619_0025397_2469_4133,null,methyl-coenzyme M reductase alpha subunit,3300051018,"Freshwater microbial communities from Lake Yojoa, Honduras - Yojoa_06_2021_R_hypo (*) (MER-FS) (assembled)",2,1665,554,Ga0527619_0025397,,Ga0527619_0025397,5925,0.59,21,"COG4058===Methyl coenzyme M reductase, alpha subunit===986.9",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300037049 assembled Ga0334846_004379_2167_3843,null,methyl-coenzyme M reductase alpha subunit,3300037049,"Peat soil microbial communities from Stordalen Mire, Sweden - 714 E1 30-34 (*) (MER-FS) (assembled)",2,1677,558,Ga0334846_004379,,Ga0334846_004379,7408,0.53,16,"COG4058===Methyl coenzyme M reductase, alpha subunit===995",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA621928,SAMN14515671,,Environmental,Terrestrial,Wetlands,Soil,Peat,soil,,,,
3300044580 assembled Ga0485776_0001084_30844_32550,null,methyl-coenzyme M reductase alpha subunit,3300044580,"Lab-enriched pulp mill granules microbial communities from University of Toronto, Ontario, Canada - AG-PH msp (*) (MER-FS) (assembled)",2,1707,568,Ga0485776_0001084,,Ga0485776_0001084,58970,0.41,20,"COG4058===Methyl coenzyme M reductase, alpha subunit===991.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Settled granule,Anaerobic,Unclassified,pulp mill granules,,,,
3300033419 assembled Ga0316601_1002831441,Ga0316601_1002831441,methyl-coenzyme M reductase alpha subunit,3300033419,"Wetland soil microbial communities from Old Woman Creek delta, Ohio, United States - OWC_soil_day5_noCT (*) (MER-FS) (assembled)",2,1506,502,Ga0316601_100283144,,Ga0316601_100283144,1508,0.61,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===875.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA570125,SAMN12814447,,Environmental,Terrestrial,Wetlands,Soil,Unclassified,soil,,,,
3300035539 assembled Ga0376501_01416_4023_5684,Ga0376501_30366,methyl-coenzyme M reductase alpha subunit,3300035539,"Oil reservoir microbial communities from oil well in Texas, United States - B2.5_Sample2.Rodeo5.Well662 (*) (MER-FS) (assembled)",2,1662,553,Ga0376501_01416,,Ga0376501_01416,8881,0.4,246,"COG4058===Methyl coenzyme M reductase, alpha subunit===1091.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA620737,SAMN14510856,,Environmental,Terrestrial,Oil well,Deep subsurface,Unclassified,oil reservoir,,,,
3300038974 assembled Ga0416721_000116_4132_5790,null,methyl-coenzyme M reductase alpha subunit,3300038974,"Anaerobic digester sludge microbial community from a pulp and paper mill in Alberta, Canada - MWAHD1180117 MSP (*) (MER-FS) (assembled)",2,1659,552,Ga0416721_000116,,Ga0416721_000116,84787,0.55,23,"COG4058===Methyl coenzyme M reductase, alpha subunit===886.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,anaerobic sludge,,,,
3300051815 assembled Ga0528666_004954_3432_5093,null,methyl-coenzyme M reductase alpha subunit,3300051815,"Anaerobic digester inoculum microbial communities from Pennsylvania State University, State Park, PA, USA - Inoc_Fresh_PMA_3 (*) (MER-FS) (assembled)",2,1662,553,Ga0528666_004954,,Ga0528666_004954,6957,0.36,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===940.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Inoculum,Anaerobic,Unclassified,Anaerobic digester inoculum,,,,
3300041676 assembled Ga0451951_2042601_47_1537,null,methyl-coenzyme M reductase alpha subunit,3300041676,"Fecal microbial community from a dairy cow Lincoln, Canterbury, New Zealand - F18_273 MetaG (*) (MER-FS) (assembled)",2,1491,496,Ga0451951_2042601,,Ga0451951_2042601,1560,0.57,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===817.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Large intestine,Digestive system,Fecal,Bovine feces,,,,
3300041891 assembled Ga0452101_2652150_110_1492,null,methyl-coenzyme M reductase alpha subunit,3300041891,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R18_50 MetaG (*) (MER-FS) (assembled)",2,1383,461,Ga0452101_2652150,,Ga0452101_2652150,1493,0.41,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===843.6",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Stomach,Digestive system,Rumen,Bovine rumen,,,,
3300048838 assembled Ga0498922_0007985_4243_5958,null,methyl-coenzyme M reductase alpha subunit,3300048838,"Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC13_1 (*) (MER-FS) (assembled)",2,1716,571,Ga0498922_0007985,,Ga0498922_0007985,14678,0.46,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===1069.3",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Intertidal zone,Marine,Salt marsh sediment,Sediment,,,,
3300051052 assembled Ga0527666_037565_1_1200,null,methyl-coenzyme M reductase alpha subunit,3300051052,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 3.M.7_8.1 (*) (MER-FS) (assembled)",2,1200,400,Ga0527666_037565,,Ga0527666_037565,1632,0.41,6,"COG4058===Methyl coenzyme M reductase, alpha subunit===743",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
3300048768 assembled Ga0494730_0001960_360_2048,null,methyl-coenzyme M reductase alpha subunit,3300048768,"Peat soil microbial communities from Stordalen Mire, Sweden - 718 E2 30-34 (*) (MER-FS) (assembled)",2,1689,562,Ga0494730_0001960,,Ga0494730_0001960,11001,0.56,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===980.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,
3300033167 assembled Ga0334898_10080384,Ga0334898_10080384,methyl-coenzyme M reductase alpha subunit,3300033167,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_3_08-R3 (*) (MER-FS) (assembled)",2,1680,559,Ga0334898_1008038,,Ga0334898_1008038,6211,0.57,77,"COG4058===Methyl coenzyme M reductase, alpha subunit===939",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567733,SAMN12796211,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300045411 assembled Ga0438317_0003570_12354_14033,null,methyl-coenzyme M reductase alpha subunit,3300045411,"Freshwater microbial communities from Matano Lake, South Sulawesi, Indonesia - Matano_200m_2015 (*) (MER-FS) (assembled)",2,1680,559,Ga0438317_0003570,,Ga0438317_0003570,17283,0.57,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===959.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Aquatic,Lake,Freshwater,Unclassified,Freshwater,,,,
3300049722 assembled Ga0495417_0060427_105_1316,null,methyl-coenzyme M reductase alpha subunit,3300049722,"Peat soil microbial communities from Stordalen Mire, Sweden - 719 E2 20-24 (*) (MER-FS) (assembled)",2,1212,403,Ga0495417_0060427,,Ga0495417_0060427,1367,0.57,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===748.2",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,
3300033173 assembled Ga0334889_10147755,Ga0334889_10147755,methyl-coenzyme M reductase alpha subunit,3300033173,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_8_08-R1 (*) (MER-FS) (assembled)",2,1656,551,Ga0334889_1014775,,Ga0334889_1014775,4504,0.45,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===1074.8",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA567725,SAMN12795552,,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,sludge,,,,
3300041717 assembled Ga0451997_0017739_483_2138,null,methyl-coenzyme M reductase alpha subunit,3300041717,"Rumen microbial community from a dairy cow Lincoln, Canterbury, New Zealand - R17_138 MetaG (*) (MER-FS) (assembled)",2,1656,551,Ga0451997_0017739,,Ga0451997_0017739,2322,0.36,1,"COG4058===Methyl coenzyme M reductase, alpha subunit===1067.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Host-associated,Mammals,Stomach,Digestive system,Rumen,Bovine rumen,,,,
3300042535 assembled Ga0455843_0036415_3_1235,null,methyl-coenzyme M reductase alpha subunit,3300042535,"Sediment microbial communities from Pant River, United Kingdom - PantS (IMG v5.0) (*) (MER-FS) (assembled)",2,1233,411,Ga0455843_0036415,,Ga0455843_0036415,1235,0.53,13,"COG4058===Methyl coenzyme M reductase, alpha subunit===814.5",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,PRJNA708976,SAMN18243107,,Environmental,Aquatic,River,Freshwater,Sediment,Sediment,,,,
3300048769 assembled Ga0494733_0000497_12983_14671,null,methyl-coenzyme M reductase alpha subunit,3300048769,"Peat soil microbial communities from Stordalen Mire, Sweden - 718 E3 20-24 (*) (MER-FS) (assembled)",2,1689,562,Ga0494733_0000497,,Ga0494733_0000497,28517,0.55,16,"COG4058===Methyl coenzyme M reductase, alpha subunit===986.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Environmental,Terrestrial,Peat,Soil,Mire,Peat soil,,,,
3300044508 assembled Ga0436548_0007728_1350_3095,null,methyl-coenzyme M reductase alpha subunit,3300044508,"Sediment microbial communities from irrigation canal in Merced County, California, USA - AT2-9-26-19 (*) (MER-FS) (assembled)",2,1746,581,Ga0436548_0007728,,Ga0436548_0007728,4044,0.46,12,"COG4058===Methyl coenzyme M reductase, alpha subunit===1045.7",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Built environment,Irrigation canal,Canal,Sediment,sediment,,,,
3300051808 assembled Ga0528657_004468_3212_4900,null,methyl-coenzyme M reductase alpha subunit,3300051808,"Switchgrass digestate microbial communities from anaerobic digester in Pennsylvania State University, State Park, PA, USA - 10.M.5_4.3 (*) (MER-FS) (assembled)",2,1689,563,Ga0528657_004468,,Ga0528657_004468,4902,0.48,14,"COG4058===Methyl coenzyme M reductase, alpha subunit===1045.4",KO:K00399===mcrA===methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1],,,,,Engineered,Bioreactor,Digestate,Anaerobic,Unclassified,Switchgrass digestate,,,,
