GeneCart_GenomeID,1,Gene ID,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,,Habitat,NCBI Species
3300034686,assembled,Ga0466714_040873_3404_5068,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_15_08-R1",DOE Joint Genome Institute  (JGI),3300034686,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300034685,assembled,Ga0466715_396122_7875_9530,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA","Fracking water microbial communities from deep shales in Oklahoma, United States - K-7-5",DOE Joint Genome Institute  (JGI),3300034685,Environmental,Aquatic,Deep subsurface,Shale gas reservoir,Produced water/Flow back,Environmental,Aquatic,Deep subsurface,"Shale gas/oil reservoir, Shale gas reservoir",Produced water/Flow back,,fracking water,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA"
3300034524,assembled,Ga0466715_622069_13701_15356,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA","Fracking water microbial communities from deep shales in Oklahoma, United States - K-7-2",DOE Joint Genome Institute  (JGI),3300034524,Environmental,Aquatic,Deep subsurface,Shale gas reservoir,Produced water/Flow back,Environmental,Aquatic,Deep subsurface,"Shale gas/oil reservoir, Shale gas reservoir",Produced water/Flow back,,fracking water,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA"
3300033998,assembled,Ga0466716_118631_10872_12527,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA","Fracking water microbial communities from deep shales in Oklahoma, United States - M1-7-1",DOE Joint Genome Institute  (JGI),3300033998,Environmental,Aquatic,Deep subsurface,Shale gas reservoir,Produced water/Flow back,Environmental,Aquatic,Deep subsurface,"Shale gas/oil reservoir, Shale gas reservoir",Produced water/Flow back,,fracking water,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA"
3300033757,assembled,Ga0466717_070936_77_1435,Permanent Draft,Metagenomes from anaerobic digester of solid waste,"Leachate microbial community from anaerobic digester in University of Toronto, Ontario, Canada - S62W2 SP",Beijing Genomics Institute (BGI),3300033757,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Anaerobic digester leachate,Metagenomes from anaerobic digester of solid waste
3300033177,assembled,Ga0466717_227275_2_1516,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_09_05-R1",DOE Joint Genome Institute  (JGI),3300033177,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033172,assembled,Ga0466718_097898_334_1998,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_3_08-R1",DOE Joint Genome Institute  (JGI),3300033172,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033171,assembled,Ga0466719_051673_26672_28327,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_31_05-R3",DOE Joint Genome Institute  (JGI),3300033171,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033167,assembled,Ga0466721_186905_2_1291,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_3_08-R3",DOE Joint Genome Institute  (JGI),3300033167,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300033164,assembled,Ga0466724_47483_541_2244,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_12_05 R3",DOE Joint Genome Institute  (JGI),3300033164,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300032192,assembled,Ga0466725_167161_1876_3540,Permanent Draft,Microbial communities from the deep biosphere,"Fracture water microbial communities from Au mines near Welkom, South Africa - MM51940FW200712 re-assembly",The Marine Biological Laboratory,3300032192,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,,Fracture water,Microbial communities from the deep biosphere
3300032111,assembled,Ga0466726_014779_6247_7902,Permanent Draft,Microbial communities from the deep biosphere,"Fracture water microbial communities from Death valley, California, USA - BLM_1 re-assembly",The Marine Biological Laboratory,3300032111,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,Environmental,Terrestrial,Deep subsurface,Fracking water,Unclassified,,Fracture water,Microbial communities from the deep biosphere
3300031990,assembled,Ga0466726_057928_3100_4764,Permanent Draft,Microbial communities from the deep biosphere,"Mediterranean forest soil microbial communities from Voltri Massif, Liguria, Italy - LIG_BR2_2013 re-assembly",Marine Biological Laboratory,3300031990,Environmental,Terrestrial,Soil,Temperate forest,Bulk soil,Environmental,Terrestrial,Soil,Temperate forest,Bulk soil,,Mediterranean forest soil,Microbial communities from the deep biosphere
3300031985,assembled,Ga0466726_088688_6313_7968,Permanent Draft,Microbial communities from the deep biosphere,"Sediment microbial communities from serpentinizing springs in Manleluag Spring National Park, Philippines - Sample_121018_ML1_whitesediment re-assembly",The Marine Biological Laboratory,3300031985,Environmental,Aquatic,Non-marine Saline and Alkaline,Alkaline,Unclassified,Environmental,Aquatic,Non-marine Saline and Alkaline,Alkaline,Unclassified,,Sediment,Microbial communities from the deep biosphere
3300031936,assembled,Ga0466727_247601_670_2334,Permanent Draft,Microbial communities from the deep biosphere,"Mediterranean forest soil microbial communities from Voltri Massif, Liguria, Italy - LIG_GOR3AB_2012 re-assembly",Marine Biological Laboratory,3300031936,Environmental,Terrestrial,Soil,Temperate forest,Bulk soil,Environmental,Terrestrial,Soil,Temperate forest,Bulk soil,,Mediterranean forest soil,Microbial communities from the deep biosphere
3300031853,assembled,Ga0466727_252285_402_2057,Permanent Draft,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations","Bovine rumen microbial communities from UC Davis, California, United States - 3_2548_0518",DOE Joint Genome Institute  (JGI),3300031853,Host-associated,Mammals,Digestive system,Stomach,Rumen,Host-associated,Mammals,Digestive system,Stomach,Rumen,,rumen,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"
3300031260,assembled,Ga0466729_101232_7887_9551,Finished,"Hydraulic fracturing wastewater bacterial and archaeal communities from a shale gas play in Sichuan Basin, China","Hydraulic fracturing wastewater microbial communities from a shale gas play in Sichuan Basin, China - A1","Beijing Novogene Bioinformatics Technology Co., Ltd",3300031260,Environmental,Aquatic,Non-marine Saline and Alkaline,Hypersaline,Unclassified,Environmental,Aquatic,Non-marine Saline and Alkaline,Hypersaline,Unclassified,,Industrial wastewater,"Hydraulic fracturing wastewater bacterial and archaeal communities from a shale gas play in Sichuan Basin, China"
3300030437,assembled,Ga0466729_142212_117817_119523,Permanent Draft,Serpentinized rock microbial communities from various locations,"Mediterranean forest soil microbial communities from Voltri Massif, Liguria, Italy - LIG_BR2_2012",Marine Biological Laboratory,3300030437,Environmental,Terrestrial,Soil,Temperate forest,Bulk soil,Environmental,Terrestrial,Soil,Temperate forest,Bulk soil,,Mediterranean forest soil,Serpentinized rock microbial communities from various locations
3300030055,assembled,Ga0466729_222332_4545_6200,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - I_Fen_N3_1",DOE Joint Genome Institute  (JGI),3300030055,Environmental,Terrestrial,Soil,Wetlands,Permafrost,Environmental,Terrestrial,Soil,Wetlands,Permafrost,,fen,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden"
3300030047,assembled,Ga0466731_265808_44472_46124,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Fen_E2_3",DOE Joint Genome Institute  (JGI),3300030047,Environmental,Terrestrial,Soil,Wetlands,Permafrost,Environmental,Terrestrial,Soil,Wetlands,Permafrost,,fen,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden"
3300029981,assembled,Ga0466733_129750_33051_34769,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - III_Fen_N2_2",DOE Joint Genome Institute  (JGI),3300029981,Environmental,Terrestrial,Soil,Wetlands,Permafrost,Environmental,Terrestrial,Soil,Wetlands,Permafrost,,fen,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden"
3300029441,assembled,Ga0466734_031132_354_2072,Permanent Draft,"Human feces microbial communities from cholera patients in hospital, Baltimore, Maryland, USA","Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 029_10_30_stool_1","Institute for Genome Sciences, University of Maryland School of Medicine",3300029441,Host-associated,Human,Digestive system,Large intestine,Fecal,Host-associated,Mammals: Human,Digestive system,Large intestine,Fecal,,Human feces,"Human feces microbial communities from cholera patients in hospital, Baltimore, Maryland, USA"
3300029327,assembled,Ga0466734_044585_11275_12978,Permanent Draft,Electrode-associated soil and biofilms microbial communities from MFCs in Japan,Anode biofilm microbial communities from glucose-fed MFC - GM-anode biofilm,Tokyo University of Pharmacy and Life Sciences,3300029327,Engineered,Industrial production,Engineered product,Bioanode,Biofilm,Engineered,Industrial production,Engineered product,Bioanode,Biofilm,,Anode biofilm,Electrode-associated soil and biofilms microbial communities from MFCs in Japan
3300028920,assembled,Ga0466734_047399_18590_20257,Permanent Draft,"Sediment microbial communities from Massachusetts and Wyoming, United States","Marine sediment archaeal communities from Little Sippewissett salt marsh, Falmouth, MA, United States - SSM-Prop-6N",DOE Joint Genome Institute  (JGI),3300028920,Environmental,Aquatic,Marine,Wetlands,Sediment,Environmental,Aquatic,Marine,Wetlands,Sediment,,marine sediment,"Sediment microbial communities from Massachusetts and Wyoming, United States"
3300028772,assembled,Ga0466734_127195_3535_5199,Permanent Draft,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden","Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden - II_Fen_E3_1",DOE Joint Genome Institute  (JGI),3300028772,Environmental,Terrestrial,Soil,Wetlands,Permafrost,Environmental,Terrestrial,Soil,Wetlands,Permafrost,,fen,"Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden"
3300028268,assembled,Ga0466735_013510_15859_17514,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - C.B.S.T-25.v5",DOE Joint Genome Institute  (JGI),3300028268,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300028048,assembled,Ga0467084_000211_23747_25411,Permanent Draft,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations","Bovine rumen microbial communities from Lethbridge, Alberta, Canada - RJG_02",DOE Joint Genome Institute  (JGI),3300028048,Host-associated,Mammals,Digestive system,Stomach,Rumen,Host-associated,Mammals,Digestive system,Stomach,Rumen,,rumen,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"
3300026502,assembled,Ga0467084_001909_13427_15097,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - H.B.S.T-25.r1",DOE Joint Genome Institute  (JGI),3300026502,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300026198,assembled,Ga0467084_002393_10716_12383,Permanent Draft,"Anaerobic biogas reactor microbial communites from Washington, USA","Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R2_B C13 SIP DNA (SPAdes) (version 2)",DOE Joint Genome Institute  (JGI),3300026198,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Anaerobic biogas reactor,"Anaerobic biogas reactor microbial communites from Washington, USA"
3300026194,assembled,Ga0467084_011725_3163_4833,Permanent Draft,"Anaerobic biogas reactor microbial communites from Washington, USA","Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1_A C13 SIP DNA (SPAdes) (version 2)",DOE Joint Genome Institute  (JGI),3300026194,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Anaerobic biogas reactor,"Anaerobic biogas reactor microbial communites from Washington, USA"
3300026162,assembled,Ga0467084_037602_820_2124,Permanent Draft,Anaerobic reactors microbiome study,"Activated sludge microbial communities from lab. scaled anaerobic digester in Belvaux, Luxembourg - ACS0-21",University of Luxembourg,3300026162,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,activated sludge,Anaerobic reactors microbiome study
3300025859,assembled,Ga0467084_054168_145_1524,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC034_MetaG (SPAdes) (version 2),DOE Joint Genome Institute  (JGI),3300025859,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300025480,assembled,Ga0480561_0006240_6936_8612,Permanent Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2015DPH_6_150 (SPAdes) (version 2)",DOE Joint Genome Institute  (JGI),3300025480,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,Peatland,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes"
3300025408,assembled,Ga0480566_0003429_1452_3104,Permanent Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from China - AD_SCU001_MetaG (SPAdes) (version 2),DOE Joint Genome Institute  (JGI),3300025408,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,Engineered,Bioreactor,Anaerobic,Digestate,Unclassified,,Anaerobic digestor sludge,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations
3300025172,assembled,Ga0480566_0027875_305_1960,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Freshwater sediment bacterial and archeal communities from Indian Creek, Illinois, USA to study Microbial Dark Matter (Phase II) - Sed-PBS metaG (SPAdes) (version 3)",DOE Joint Genome Institute  (JGI),3300025172,Environmental,Aquatic,Freshwater,Creek,Sediment,Environmental,Aquatic,Freshwater,Creek,Sediment,,Freshwater sediment,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)
3300024305,assembled,Ga0480571_000100_87275_88942,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA","Saline wetland microbial communities from Lincoln, Nebraska, United States - Carb-i39",DOE Joint Genome Institute  (JGI),3300024305,Environmental,Aquatic,Non-marine Saline and Alkaline,Salt marsh,Unclassified,Environmental,Aquatic,Non-marine Saline and Alkaline,Salt marsh,Unclassified,,saline wetland,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA"
3300023091,assembled,Ga0480571_004845_7422_9074,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 717 S3 30-34",DOE Joint Genome Institute  (JGI),3300023091,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300023068,assembled,Ga0480572_0100576_336_1583,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 717 S2 20-24",DOE Joint Genome Institute  (JGI),3300023068,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300022877,assembled,Ga0480573_000020_101022_102710,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - C.B.S.T0",DOE Joint Genome Institute  (JGI),3300022877,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300022872,assembled,Ga0480573_026510_1729_3234,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - C.B.S.T-25",DOE Joint Genome Institute  (JGI),3300022872,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300022663,assembled,Ga0480574_026428_420_2072,Permanent Draft,"Biofilm microbial communities from lab-scale anaerobic bioreactors in Urbana, Illinois, USA","Biofilm microbial community in anthracite-packed bioreactor in Urbana, Illinois, USA - CM2","University of Illinois, Urbana-Champaign",3300022663,Engineered,Bioreactor,Anaerobic,Biofilm,Unclassified,Engineered,Bioreactor,Anaerobic,Biofilm,Unclassified,,biofilm,"Biofilm microbial communities from lab-scale anaerobic bioreactors in Urbana, Illinois, USA"
3300022514,assembled,Ga0480574_043069_409_2085,Permanent Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA","Fracking water microbial communities from deep shales in Oklahoma, United States - hydraulically fractured wells DE_CT_test",DOE Joint Genome Institute  (JGI),3300022514,Environmental,Aquatic,Deep subsurface,Shale gas reservoir,Produced water/Flow back,Environmental,Aquatic,Deep subsurface,"Shale gas/oil reservoir, Shale gas reservoir",Produced water/Flow back,,fracking water,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA"
3300022291,assembled,Ga0480576_000307_65382_67070,Permanent Draft,"Anaerobic microbial community of wastewater bioreactor in Changsha, Hunan, China","Activated sludge microbial communities from anaerobic bioreactor in Hunan University, Changsha, China - 5","Beijing Novogene Bioinformatics Technology Co., Ltd",3300022291,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,activated sludge,"Anaerobic microbial community of wastewater bioreactor in Changsha, Hunan, China"
3300022241,assembled,Ga0480576_036043_435_2123,Permanent Draft,"Anaerobic microbial community of wastewater bioreactor in Changsha, Hunan, China","Activated sludge microbial communities from anaerobic bioreactor in Hunan University, Changsha, China - 6","Beijing Novogene Bioinformatics Technology Co., Ltd",3300022241,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,activated sludge,"Anaerobic microbial community of wastewater bioreactor in Changsha, Hunan, China"
3300021400,assembled,Ga0480577_012653_3_1661,Draft,"Cattle and sheep rumen microbial communities from New Zealand, for comparative studies",Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,DOE Joint Genome Institute  (JGI),3300021400,Host-associated,Mammals,Digestive system,Stomach,Rumen,Host-associated,Mammals,Digestive system,Stomach,Rumen,,Cattle and sheep rumen,"Cattle and sheep rumen microbial communities from New Zealand, for comparative studies"
3300021399,assembled,Ga0480577_019296_1966_3645,Draft,"Cattle and sheep rumen microbial communities from New Zealand, for comparative studies",Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,DOE Joint Genome Institute  (JGI),3300021399,Host-associated,Mammals,Digestive system,Stomach,Rumen,Host-associated,Mammals,Digestive system,Stomach,Rumen,,Cattle and sheep rumen,"Cattle and sheep rumen microbial communities from New Zealand, for comparative studies"
3300021279,assembled,Ga0480578_0114386_3_1295,Permanent Draft,Determining the genomic basis for interactions between gut fungi and methanogenic archaea,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin",DOE Joint Genome Institute  (JGI),3300021279,Host-associated,Mammals,Digestive system,Large intestine,Fecal,Host-associated,Mammals,Digestive system,Large intestine,Fecal,,Goat feces,Determining the genomic basis for interactions between gut fungi and methanogenic archaea
3300018088,assembled,Ga0480579_022939_86_1762,Permanent Draft,Tropical peatland microbial communities from different locations,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0116_SJ02_MP15_10_MG",DOE Joint Genome Institute  (JGI),3300018088,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,Tropical peatland,Tropical peatland microbial communities from different locations
3300018046,assembled,Ga0480579_035938_562_2214,Permanent Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_6_10",DOE Joint Genome Institute  (JGI),3300018046,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,Peatland,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes"
3300018033,assembled,Ga0480579_036200_63_1739,Permanent Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_13_10",DOE Joint Genome Institute  (JGI),3300018033,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,Peatland,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes"
3300017944,assembled,Ga0480581_000026_246851_248539,Permanent Draft,Tropical peatland microbial communities from different locations,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 0815_BV2_10_20_MG",DOE Joint Genome Institute  (JGI),3300017944,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,Tropical peatland,Tropical peatland microbial communities from different locations
3300017928,assembled,Ga0480581_000157_13842_15509,Permanent Draft,"Coastal wetland sediment microbial communities from the Mid-Atlantic and Southeast Atlantic Coast of USA, responding to salinity intrusion.","Wetland sediment microbial communities from Neuse River Estuary, North Carolina, USA - ASW_1",DOE Joint Genome Institute  (JGI),3300017928,Environmental,Aquatic,Freshwater,Wetlands,Sediment,Environmental,Aquatic,Freshwater,Wetlands,Sediment,,Freshwater sediment,"Coastal wetland sediment microbial communities from the Mid-Atlantic and Southeast Atlantic Coast of USA, responding to salinity intrusion."
3300017926,assembled,Ga0480581_000515_3926_5602,Permanent Draft,"Coastal wetland sediment microbial communities from the Mid-Atlantic and Southeast Atlantic Coast of USA, responding to salinity intrusion.","Wetland sediment microbial communities from Neuse River Estuary, North Carolina, USA - ASW_2",DOE Joint Genome Institute  (JGI),3300017926,Environmental,Aquatic,Freshwater,Wetlands,Sediment,Environmental,Aquatic,Freshwater,Wetlands,Sediment,,Freshwater sediment,"Coastal wetland sediment microbial communities from the Mid-Atlantic and Southeast Atlantic Coast of USA, responding to salinity intrusion."
3300017688,assembled,Ga0480582_0000518_2_1231,Permanent Draft,Groundwater microbial communities from three deep subsurface sites in Europe,"Groundwater microbial communities from the Olkiluoto Island deep subsurface site, Finland - KR46_S_MetaG",DOE Joint Genome Institute  (JGI),3300017688,Environmental,Aquatic,Deep subsurface,Groundwater,Unclassified,Environmental,Aquatic,Deep subsurface,Groundwater,Unclassified,,Groundwater,Groundwater microbial communities from three deep subsurface sites in Europe
3300017687,assembled,Ga0480582_0004651_29_1405,Permanent Draft,Groundwater microbial communities from three deep subsurface sites in Europe,"Groundwater microbial communities from the Olkiluoto Island deep subsurface site, Finland - KR46_M_MetaG",DOE Joint Genome Institute  (JGI),3300017687,Environmental,Aquatic,Deep subsurface,Groundwater,Unclassified,Environmental,Aquatic,Deep subsurface,Groundwater,Unclassified,,Groundwater,Groundwater microbial communities from three deep subsurface sites in Europe
3001941800,assembled,Ga0480582_0041109_23_1699,,,,,,,,,,,,,,,,,,
2913399300,assembled,Ga0480582_0058327_1_1317,,,,,,,,,,,,,,,,,,
2913354167,assembled,Ga0482146_000006_313088_314794,,,,,,,,,,,,,,,,,,
2913353479,assembled,Ga0482146_000006_61067_62773,,,,,,,,,,,,,,,,,,
2886265433,assembled,Ga0482146_000017_197201_198916,,,,,,,,,,,,,,,,,,
2875991563,assembled,Ga0482146_000050_225167_226831,,,,,,,,,,,,,,,,,,
2875991275,assembled,Ga0482146_000149_173472_175130,,,,,,,,,,,,,,,,,,
2875989488,assembled,Ga0482147_0068059_47_1252,,,,,,,,,,,,,,,,,,
2875987204,assembled,Ga0482160_00599_2641_4362,,,,,,,,,,,,,,,,,,
2861687163,assembled,Ga0482161_01235_1487_3208,,,,,,,,,,,,,,,,,,
2852715807,assembled,Ga0482162_00567_1884_3605,,,,,,,,,,,,,,,,,,
2830865151,assembled,Ga0483962_040490_27_1367,,,,,,,,,,,,,,,,,,
2828494327,assembled,Ga0483991_047041_42_1730,,,,,,,,,,,,,,,,,,
2816252010,assembled,Ga0484001_0000024_162881_164545,,,,,,,,,,,,,,,,,,
2816224411,assembled,Ga0484001_0004817_9607_11259,,,,,,,,,,,,,,,,,,
2816186306,assembled,Ga0484004_001366_5146_6798,,,,,,,,,,,,,,,,,,
2816162839,assembled,Ga0484005_000185_65101_66756,,,,,,,,,,,,,,,,,,
2809203394,assembled,Ga0484005_000470_9814_11466,,,,,,,,,,,,,,,,,,
2800884912,assembled,Ga0484005_002292_11502_13154,,,,,,,,,,,,,,,,,,
2800879940,assembled,Ga0484006_000008_167404_169059,,,,,,,,,,,,,,,,,,
2800871965,assembled,Ga0484006_000013_166980_168632,,,,,,,,,,,,,,,,,,
2800867727,assembled,Ga0484006_000535_11502_13154,,,,,,,,,,,,,,,,,,
2800863864,assembled,Ga0484007_000025_65101_66756,,,,,,,,,,,,,,,,,,
2800863685,assembled,Ga0484007_000073_9814_11466,,,,,,,,,,,,,,,,,,
2800862019,assembled,Ga0484007_000501_5146_6798,,,,,,,,,,,,,,,,,,
2800860152,assembled,Ga0484310_001558_1685_3364,,,,,,,,,,,,,,,,,,
2792333773,assembled,Ga0484310_006376_3438_5144,,,,,,,,,,,,,,,,,,
2776341268,assembled,Ga0484310_014932_2367_4046,,,,,,,,,,,,,,,,,,
2776338766,assembled,Ga0484310_022463_54_1523,,,,,,,,,,,,,,,,,,
